Day,Mid,Bid,Ask,Spread,Drift,Volatility,Jump,News
365,108.347,103.365,113.329,9.96441,0.00019694,-0.00355909,0,No news
366,108.114,103.126,113.102,9.97651,0.000196643,-0.00234891,0,No news
367,108.174,103.173,113.176,10.0036,0.000196217,0.000364137,0,No news
368,107.779,102.798,112.76,9.96142,0.000196082,-0.00385773,0,No news
369,107.722,102.726,112.719,9.99278,0.000197052,-0.000721816,0,No news
370,107.624,102.63,112.618,9.98889,0.000196827,-0.00111115,0,No news
371,107.467,102.475,112.459,9.98344,0.000196502,-0.00165627,0,No news
372,107.27,102.28,112.26,9.97966,0.000196704,-0.00203393,0,No news
373,107.049,102.06,112.038,9.97747,0.000194894,-0.00225313,0,No news
374,107.403,102.388,112.419,10.0311,0.000195288,0.00310893,0,No news
375,107.345,102.348,112.341,9.99256,0.000195341,-0.000744442,0,No news
376,107.346,102.347,112.345,9.9982,0.000194827,-0.000179827,0,No news
377,107.395,102.394,112.397,10.0026,0.000194382,0.00026349,0,No news
378,107.479,102.476,112.482,10.0059,0.000194191,0.000586018,0,No news
379,107.522,102.521,112.523,10.002,0.000195447,0.000201267,0,No news
380,107.894,102.878,112.91,10.0326,0.000195662,0.00325844,0,No news
381,107.897,102.897,112.896,9.9983,0.000195517,-0.000170212,0,No news
382,104.221,99.2449,109.197,9.95167,0.000170748,-0.00483269,-0.03,"Rumor: firm exploring strategic options"
383,104.292,99.2895,109.295,10.0051,0.000173188,0.000510716,0,No news
384,104.125,99.1339,109.116,9.982,0.000196356,-0.00180038,0,No news
385,103.978,98.986,108.97,9.98392,0.00019674,-0.00160813,0,No news
386,104.02,99.0188,109.021,10.0021,0.000196081,0.000205915,0,No news
387,104.243,99.2335,109.253,10.0195,0.000195453,0.00195014,0,No news
388,104.38,99.3742,109.385,10.0111,0.000195766,0.00111294,0,No news
389,103.902,98.9256,108.878,9.95213,0.00019634,-0.00478703,0,No news
390,103.773,98.7803,108.766,9.98566,0.000196381,-0.001434,0,No news
391,103.655,98.6617,108.648,9.98665,0.000195806,-0.00133472,0,No news
392,103.611,98.6143,108.608,9.99381,0.00019667,-0.000619438,0,No news
393,103.676,98.674,108.678,10.0043,0.00019724,0.000429421,0,No news
394,103.52,98.5287,108.512,9.98297,0.000196462,-0.00170259,0,No news
395,103.7,98.6925,108.708,10.0154,0.00019671,0.00154068,0,No news
396,103.891,98.8831,108.9,10.0164,0.000197043,0.00164485,0,No news
397,104.107,99.0972,109.116,10.0187,0.000197275,0.00187248,0,No news
398,104.046,99.0496,109.042,9.99217,0.000197286,-0.000782886,0,No news
399,104.174,99.1691,109.179,10.0104,0.000197115,0.00103816,0,No news
400,104.281,99.2768,109.285,10.0083,0.000197028,0.0008267,0,No news
401,104.165,99.1713,109.158,9.98687,0.000197492,-0.0013129,0,No news
402,104.311,99.3054,109.318,10.0121,0.000196873,0.00121145,0,No news
403,104.245,99.249,109.241,9.99163,0.000197193,-0.00083652,0,No news
404,104.311,99.3092,109.314,10.0044,0.000196947,0.000441673,0,No news
405,104.523,99.5134,109.532,10.0182,0.000197241,0.00182428,0,No news
406,104.619,99.6151,109.622,10.0072,0.000197316,0.000722905,0,No news
407,104.878,99.8668,109.89,10.0228,0.000197653,0.00227935,0,No news
408,105.284,100.265,110.302,10.0366,0.000197317,0.00366226,0,No news
409,105.282,100.283,110.281,9.99783,0.000197552,-0.000216983,0,No news
410,105.333,100.331,110.334,10.0029,0.000197157,0.000285885,0,No news
411,105.374,100.373,110.375,10.002,0.000196916,0.0001977,0,No news
412,105.47,100.466,110.473,10.0071,0.000196786,0.00071121,0,No news
413,105.558,100.555,110.561,10.0064,0.000196407,0.000635959,0,No news
414,102.37,97.3744,107.366,9.9917,0.000168668,-0.000830378,-0.03,"Rumor: firm exploring strategic options"
415,102.801,97.7811,107.821,10.0403,0.000167395,0.0040341,0,No news
416,103.194,98.1758,108.212,10.0362,0.000193704,0.00361815,0,No news
417,103.308,98.3039,108.313,10.0092,0.000193868,0.000915933,0,No news
418,103.036,98.0506,108.022,9.9717,0.000193898,-0.00283014,0,No news
419,103.143,98.1391,108.148,10.0084,0.000192465,0.000844293,0,No news
420,102.939,97.9494,107.928,9.9782,0.000192482,-0.00218025,0,No news
421,97.9262,92.9265,102.926,9.99943,0.000139464,-5.72313e-05,-0.05,"Global macro uncertainty rises"
422,98.2669,93.2502,103.284,10.0333,0.000139692,0.00333307,0,No news
423,97.5153,92.5544,102.476,9.9218,0.000142314,-0.00782024,0,No news
424,97.7252,92.7154,102.735,10.0196,0.000194177,0.00195625,0,No news
425,96.9928,92.0313,101.954,9.92283,0.000193829,-0.00771693,0,No news
426,96.9899,91.9911,101.989,9.99778,0.000193119,-0.000222145,0,No news
427,97.4145,92.3936,102.435,10.0417,0.000195087,0.00417258,0,No news
428,97.5266,92.5218,102.531,10.0095,0.00019514,0.000954528,0,No news
429,97.9326,92.9128,102.952,10.0396,0.000195304,0.00395964,0,No news
430,98.2169,93.2034,103.23,10.027,0.000195206,0.00270318,0,No news
431,98.3992,93.3909,103.408,10.0166,0.000195781,0.00165906,0,No news
432,103.083,98.1014,108.064,9.96274,0.000225771,-0.00372589,0.05,"Global macro uncertainty rises"
433,103.495,98.4763,108.514,10.0377,0.000220689,0.00377182,0,No news
434,104.821,99.7584,109.884,10.1251,0.000221994,0.0125067,0,No news
435,105.155,100.14,110.17,10.0299,0.000193394,0.00299148,0,No news
436,105.115,100.118,110.112,9.99419,0.000193257,-0.000580595,0,No news
437,105.323,100.314,110.332,10.0178,0.000193803,0.00178418,0,No news
438,105.748,100.728,110.767,10.0383,0.000193288,0.00383236,0,No news
439,105.419,100.435,110.402,9.96693,0.000194567,-0.00330744,0,No news
440,105.332,100.337,110.327,9.9898,0.000193935,-0.00101959,0,No news
441,106.008,100.977,111.039,10.062,0.000194961,0.00620191,0,No news
442,106.318,101.304,111.332,10.0273,0.000193947,0.00272736,0,No news
443,106.531,101.522,111.54,10.0181,0.000195081,0.00180647,0,No news
444,106.516,101.518,111.514,9.99663,0.000195644,-0.000336704,0,No news
445,106.534,101.534,111.534,9.99977,0.000194933,-2.25099e-05,0,No news
446,106.658,101.653,111.663,10.0097,0.000195231,0.000966516,0,No news
447,106.849,101.841,111.857,10.0159,0.000196475,0.00159231,0,No news
448,107.117,102.106,112.129,10.0231,0.000196423,0.00230987,0,No news
449,107.425,102.412,112.438,10.0267,0.000197644,0.00267083,0,No news
450,107.49,102.488,112.492,10.0041,0.000197145,0.000405041,0,No news
451,107.45,102.453,112.447,9.99434,0.000197572,-0.000565642,0,No news
452,107.832,102.815,112.848,10.0335,0.000197657,0.00334525,0,No news
453,107.918,102.915,112.921,10.006,0.000198243,0.00060415,0,No news
454,107.928,102.928,112.927,9.99891,0.000198334,-0.000109025,0,No news
455,107.871,102.874,112.867,9.99274,0.000198317,-0.000726132,0,No news
456,107.888,102.888,112.888,9.99959,0.000198354,-4.10497e-05,0,No news
457,107.733,102.741,112.725,9.98365,0.000198165,-0.00163508,0,No news
458,107.742,102.743,112.742,9.99888,0.000198201,-0.000112253,0,No news
459,107.653,102.658,112.648,9.98976,0.000198012,-0.00102354,0,No news
460,107.593,102.596,112.589,9.99239,0.000198076,-0.000761253,0,No news
461,107.632,102.631,112.633,10.0017,0.000198213,0.000169351,0,No news
462,107.646,102.646,112.645,9.99927,0.000198154,-7.28345e-05,0,No news
463,107.665,102.665,112.665,9.99985,0.000198257,-1.51895e-05,0,No news
464,107.675,102.676,112.674,9.99892,0.000198305,-0.000107993,0,No news
465,107.729,102.727,112.731,10.003,0.000198076,0.000303075,0,No news
466,107.66,102.665,112.656,9.99165,0.000197651,-0.000835387,0,No news
467,107.576,102.581,112.571,9.99019,0.000198192,-0.000980618,0,No news
468,107.569,102.571,112.568,9.99739,0.000198327,-0.000261035,0,No news
469,107.592,102.592,112.592,10.0001,0.000198413,1.06095e-05,0,No news
470,113.138,108.138,118.139,10.0003,0.000238095,2.87698e-05,0.05,"Global macro uncertainty rises"
471,113.165,108.165,118.165,9.99993,0.000238095,-7.16857e-06,0,No news
472,113.191,108.191,118.191,9.99997,0.000237808,-2.67852e-06,0,No news
473,113.201,108.201,118.2,9.99886,0.000198264,-0.000114003,0,No news
474,113.221,108.221,118.221,9.99984,0.000198413,-1.64995e-05,0,No news
475,113.234,108.235,118.234,9.99915,0.000198407,-8.53498e-05,0,No news
476,113.248,108.249,118.248,9.99926,0.000198393,-7.36551e-05,0,No news
477,113.253,108.254,118.252,9.99843,0.000198408,-0.000157472,0,No news
478,113.298,108.297,118.299,10.002,0.000198396,0.000203292,0,No news
479,113.321,108.321,118.321,10,0.000198413,-3.56432e-07,0,No news
480,113.342,108.342,118.342,9.99991,0.000198154,-8.77761e-06,0,No news
481,113.309,108.312,118.307,9.99511,0.000198316,-0.000488891,0,No news
482,113.347,108.346,118.348,10.0014,0.000198399,0.000135388,0,No news
483,113.47,108.465,118.474,10.0088,0.000198332,0.000881359,0,No news
484,113.346,108.352,118.339,9.9871,0.000198215,-0.00129012,0,No news
485,113.392,108.391,118.393,10.0021,0.0001982,0.000212163,0,No news
486,113.321,108.325,118.316,9.99169,0.000198119,-0.000831092,0,No news
487,113.258,108.262,118.255,9.99252,0.000198209,-0.000747758,0,No news
488,113.292,108.292,118.293,10.001,0.00019841,0.000103504,0,No news
489,113.339,108.338,118.34,10.0021,0.000198395,0.000209839,0,No news
490,113.331,108.333,118.33,9.99737,0.000198387,-0.000262853,0,No news
491,113.374,108.373,118.374,10.0017,0.00019837,0.000173198,0,No news
492,113.421,108.42,118.422,10.0022,0.000198328,0.000222803,0,No news
493,113.457,108.456,118.458,10.0012,0.000198329,0.00011575,0,No news
494,113.475,108.475,118.475,9.99959,0.000198409,-4.10062e-05,0,No news
495,113.492,108.493,118.492,9.99957,0.00019836,-4.27801e-05,0,No news
496,113.533,108.532,118.533,10.0015,0.000198301,0.000154892,0,No news
497,113.598,108.596,118.6,10.0038,0.000198268,0.000376564,0,No news
498,113.594,108.595,118.592,9.99765,0.000197878,-0.000235003,0,No news
499,113.749,108.743,118.755,10.0117,0.000197431,0.00117268,0,No news
500,114.013,109.002,119.023,10.0211,0.000197379,0.00211472,0,No news
501,114.128,109.123,119.132,10.0081,0.000197275,0.00080996,0,No news
502,114.5,109.485,119.516,10.0307,0.000196337,0.00306596,0,No news
503,114.468,109.471,119.466,9.99524,0.000196726,-0.000476393,0,No news
504,114.612,109.606,119.617,10.0105,0.000196762,0.00105394,0,No news
505,114.563,109.566,119.559,9.99375,0.00019644,-0.000625264,0,No news
506,114.545,109.547,119.543,9.99648,0.000196766,-0.000352047,0,No news
507,114.608,109.606,119.61,10.0036,0.000197222,0.000355621,0,No news
508,114.967,109.953,119.982,10.0293,0.000196689,0.00293175,0,No news
509,115.102,110.097,120.106,10.0097,0.000196353,0.000971006,0,No news
510,115.126,110.126,120.126,10.0001,0.000195248,1.47746e-05,0,No news
511,115.666,110.644,120.689,10.0449,0.000195692,0.00448857,0,No news
512,115.914,110.904,120.924,10.0194,0.000195871,0.0019436,0,No news
513,115.78,110.787,120.773,9.9865,0.00019485,-0.00134996,0,No news
514,116.008,110.999,121.017,10.0177,0.000195162,0.00177363,0,No news
515,116.179,111.172,121.185,10.0127,0.000195666,0.00127041,0,No news
516,116.381,111.373,121.389,10.0155,0.000196154,0.00154592,0,No news
517,116.535,111.529,121.541,10.0113,0.000196114,0.00112634,0,No news
518,117.122,112.098,122.146,10.0483,0.000194975,0.0048278,0,No news
519,117.199,112.197,122.201,10.0046,0.000195608,0.0004608,0,No news
520,117.208,112.209,122.208,9.99885,0.000195711,-0.000115347,0,No news
521,117.002,112.012,121.993,9.98048,0.000194992,-0.0019518,0,No news
522,116.844,111.852,121.836,9.9845,0.000196237,-0.00154989,0,No news
523,116.922,111.92,121.925,10.0047,0.000197138,0.000471141,0,No news
524,117.413,112.393,122.433,10.0399,0.000196908,0.00399307,0,No news
525,117.425,112.425,122.424,9.99901,0.000197623,-9.88213e-05,0,No news
526,117.761,112.748,122.775,10.0266,0.000197442,0.00266444,0,No news
527,117.792,112.792,122.793,10.0006,0.000197709,6.38509e-05,0,No news
528,117.871,112.869,122.874,10.0047,0.000198108,0.000472724,0,No news
529,117.897,112.897,122.897,10.0002,0.000198175,2.05239e-05,0,No news
530,123.827,118.833,128.821,9.98837,0.000236558,-0.00116303,0.05,"Global macro uncertainty rises"
531,124.018,119.011,129.024,10.0131,0.000235892,0.00130539,0,No news
532,124.253,119.245,129.261,10.0166,0.000236246,0.00165612,0,No news
533,124.42,119.414,129.425,10.0114,0.000197661,0.00114303,0,No news
534,124.311,119.317,129.306,9.98931,0.000197415,-0.0010685,0,No news
535,124.339,119.339,129.339,10.0003,0.000197254,2.81756e-05,0,No news
536,124.466,119.462,129.47,10.0082,0.000197918,0.000819112,0,No news
537,124.356,119.362,129.351,9.98923,0.000197661,-0.00107657,0,No news
538,124.301,119.305,129.298,9.99359,0.000197617,-0.000641175,0,No news
539,124.089,119.099,129.08,9.98095,0.000196723,-0.00190464,0,No news
540,124.11,119.11,129.109,9.99968,0.000196912,-3.19718e-05,0,No news
541,124.389,119.378,129.399,10.0205,0.000195872,0.00204842,0,No news
542,124.38,119.381,129.379,9.99737,0.000195898,-0.000262979,0,No news
543,124.549,119.543,129.555,10.0116,0.000195765,0.00116212,0,No news
544,124.539,119.541,129.538,9.99727,0.000195216,-0.000273263,0,No news
545,124.451,119.456,129.447,9.99098,0.000194693,-0.00090153,0,No news
546,124.481,119.481,129.481,10.0004,0.000194937,4.32395e-05,0,No news
547,124.622,119.617,129.627,10.0094,0.000195404,0.000936672,0,No news
548,124.46,119.467,129.452,9.98499,0.000195044,-0.00150062,0,No news
549,124.243,119.252,129.233,9.9806,0.000195414,-0.00193991,0,No news
550,124.584,119.572,129.597,10.0255,0.00019702,0.00254951,0,No news
551,124.802,119.794,129.81,10.0155,0.000196927,0.00154895,0,No news
552,128.695,123.693,133.698,10.005,0.0002141,0.00050366,0.03,"Rumor: firm exploring strategic options"
553,128.353,123.367,133.339,9.97126,0.000212425,-0.00287389,0,No news
554,128.318,123.32,133.315,9.99528,0.000196399,-0.000471789,0,No news
555,128.485,123.479,133.49,10.0111,0.000196012,0.00110501,0,No news
556,132.799,127.785,137.814,10.0282,0.000208799,0.00282119,0.03,"Rumor: firm exploring strategic options"
557,133.129,128.118,138.14,10.0227,0.000211796,0.00226637,0,No news
558,133.476,128.464,138.488,10.024,0.000196703,0.00240498,0,No news
559,133.264,128.273,138.255,9.98215,0.000196286,-0.00178547,0,No news
560,133.13,128.136,138.124,9.98801,0.000196446,-0.00119923,0,No news
561,133.085,128.087,138.082,9.9946,0.000196081,-0.000539772,0,No news
562,133.286,128.279,138.292,10.0132,0.000195181,0.00131646,0,No news
563,133.559,128.55,138.568,10.0185,0.00019527,0.00185165,0,No news
564,134.216,129.192,139.24,10.0471,0.000194938,0.00471281,0,No news
565,133.715,128.734,138.695,9.96064,0.00019451,-0.0039365,0,No news
566,133.627,128.631,138.623,9.99148,0.000194858,-0.000851516,0,No news
567,133.411,128.42,138.402,9.98187,0.00019625,-0.00181297,0,No news
568,133.081,128.095,138.068,9.9733,0.000196223,-0.00267012,0,No news
569,133.568,128.551,138.586,10.0346,0.000195473,0.00345682,0,No news
570,133.447,128.453,138.442,9.98897,0.000196341,-0.00110323,0,No news
571,133.495,128.494,138.496,10.0016,0.000197438,0.000158295,0,No news
572,133.531,128.53,138.531,10.0007,0.000197358,7.19116e-05,0,No news
573,133.629,128.626,138.632,10.0054,0.000197438,0.000536737,0,No news
574,133.859,128.851,138.866,10.0152,0.000198169,0.0015208,0,No news
575,133.899,128.899,138.9,10.001,0.000198332,0.000104594,0,No news
576,133.925,128.925,138.925,9.99991,0.000198413,-8.84593e-06,0,No news
577,133.949,128.949,138.949,9.99985,0.000198339,-1.53454e-05,0,No news
578,133.915,128.918,138.913,9.9955,0.000198328,-0.000450414,0,No news
579,134.132,129.125,139.139,10.0142,0.000198181,0.00141934,0,No news
580,134.135,129.136,139.134,9.99825,0.00019804,-0.00017486,0,No news
581,134.149,129.149,139.148,9.99901,0.000197973,-9.94036e-05,0,No news
582,134.085,129.088,139.082,9.99328,0.000198221,-0.000672335,0,No news
583,134.045,129.047,139.042,9.99504,0.000198243,-0.000496438,0,No news
584,134.056,129.056,139.055,9.99883,0.000198335,-0.00011694,0,No news
585,134.072,129.072,139.071,9.99921,0.000198105,-7.87426e-05,0,No news
586,134.246,129.24,139.251,10.011,0.0001983,0.00109841,0,No news
587,134.249,129.25,139.248,9.99826,0.000198405,-0.000173664,0,No news
588,134.251,129.252,139.251,9.99818,0.000198346,-0.000181599,0,No news
589,134.28,129.28,139.28,10.0002,0.000198413,1.64114e-05,0,No news
590,134.305,129.305,139.305,9.99989,0.000198413,-1.11293e-05,0,No news
591,134.332,129.332,139.332,10,0.000198413,2.22874e-06,0,No news
592,134.399,129.397,139.4,10.003,0.000198313,0.000296641,0,No news
593,134.425,129.425,139.425,9.99995,0.000198413,-4.71138e-06,0,No news
594,134.438,129.439,139.438,9.99901,0.000198408,-9.85326e-05,0,No news
595,134.465,129.465,139.465,10,0.000198413,2.65184e-06,0,No news
596,134.543,129.541,139.545,10.0038,0.000198284,0.000380571,0,No news
597,134.377,129.384,139.369,9.98563,0.000198092,-0.00143679,0,No news
598,134.568,129.562,139.574,10.0123,0.000197924,0.00122752,0,No news
599,134.637,129.635,139.638,10.0031,0.00019805,0.000310343,0,No news
600,134.693,129.692,139.694,10.0022,0.000198213,0.000220416,0,No news
601,134.728,129.727,139.728,10.0006,0.000198371,5.86262e-05,0,No news
602,134.754,129.754,139.754,9.99999,0.000198413,-1.47957e-06,0,No news
603,134.78,129.78,139.78,9.9999,0.000198398,-9.83949e-06,0,No news
604,134.807,129.807,139.807,10,0.000198413,1.00461e-06,0,No news
605,134.834,129.834,139.834,10.0001,0.000198413,7.5864e-06,0,No news
606,134.844,129.845,139.844,9.99876,0.000198373,-0.00012393,0,No news
607,134.871,129.871,139.871,9.99998,0.000198413,-1.78385e-06,0,No news
608,134.918,129.918,139.919,10.0015,0.000198342,0.000153184,0,No news
609,134.969,129.968,139.97,10.0018,0.000198055,0.000179811,0,No news
610,135.195,130.188,140.203,10.0147,0.000198278,0.00147408,0,No news
611,142.381,137.374,147.389,10.0155,0.000237187,0.00155268,0.05,"Global macro uncertainty rises"
612,142.768,137.756,147.781,10.0248,0.000237301,0.00247625,0,No news
613,142.682,137.686,147.678,9.99159,0.000237171,-0.00084137,0,No news
614,142.753,137.751,147.754,10.003,0.000198241,0.000295815,0,No news
615,142.777,137.777,147.777,9.99971,0.000198385,-2.89949e-05,0,No news
616,142.805,137.805,147.805,9.99998,0.000198413,-1.81678e-06,0,No news
617,142.835,137.835,147.835,10.0001,0.000198413,1.36465e-05,0,No news
618,142.863,137.863,147.863,9.99996,0.000198413,-3.8377e-06,0,No news
619,142.892,137.892,147.892,10.0001,0.000198412,5.58076e-06,0,No news
620,143.009,138.006,148.012,10.0062,0.000198165,0.000617341,0,No news
621,142.979,137.981,147.976,9.99591,0.000198337,-0.0004094,0,No news
622,142.978,137.979,147.977,9.99796,0.00019835,-0.000203776,0,No news
623,143.056,138.054,148.058,10.0035,0.000198329,0.000349879,0,No news
624,143.046,138.047,148.045,9.99731,0.000198366,-0.000269245,0,No news
625,143.077,138.077,148.078,10.0002,0.000198413,2.17548e-05,0,No news
626,143.108,138.108,148.108,10.0002,0.000198413,1.64885e-05,0,No news
627,143.209,138.206,148.211,10.0051,0.000198384,0.000505101,0,No news
628,143.177,138.179,148.175,9.99579,0.000198363,-0.000421072,0,No news
629,143.077,138.082,148.073,9.99103,0.00019816,-0.000896689,0,No news
630,142.961,137.966,147.956,9.98993,0.000197996,-0.00100659,0,No news
631,143.19,138.183,148.197,10.014,0.000197235,0.00139866,0,No news
632,143.172,138.173,148.17,9.99676,0.000196694,-0.000324213,0,No news
633,143.422,138.414,148.43,10.0155,0.000196544,0.00155205,0,No news
634,143.48,138.479,148.481,10.0021,0.000196589,0.000209686,0,No news
635,143.266,138.275,148.258,9.98309,0.000196977,-0.00169147,0,No news
636,143.13,138.136,148.125,9.98854,0.000197383,-0.00114562,0,No news
637,143.038,138.042,148.033,9.99155,0.000197363,-0.000844582,0,No news
638,138.769,133.771,143.766,9.99526,0.000174541,-0.000473693,-0.03,"Rumor: firm exploring strategic options"
639,138.357,133.373,143.341,9.96855,0.000174115,-0.00314511,0,No news
640,138.971,133.95,143.993,10.0423,0.000196677,0.00423352,0,No news
641,138.857,133.863,143.852,9.98983,0.000196529,-0.00101694,0,No news
642,139.3,134.285,144.315,10.0299,0.000195761,0.00298844,0,No news
643,144.06,139.043,149.077,10.0338,0.00021234,0.00338459,0.03,"Rumor: firm exploring strategic options"
644,144.134,139.132,149.135,10.003,0.000213918,0.000297785,0,No news
645,144.109,139.111,149.107,9.99633,0.00019622,-0.000366614,0,No news
646,144.222,139.219,149.225,10.0059,0.000195781,0.000588868,0,No news
647,144.308,139.306,149.31,10.004,0.000196087,0.000400782,0,No news
648,144.668,139.657,149.68,10.023,0.000195784,0.00229658,0,No news
649,144.653,139.654,149.651,9.99697,0.000195443,-0.000303414,0,No news
650,145.08,140.066,150.094,10.0275,0.000195244,0.00275274,0,No news
651,145.18,140.178,150.183,10.005,0.000195294,0.000496538,0,No news
652,145.322,140.319,150.326,10.0078,0.000195888,0.000783043,0,No news
653,145.131,140.139,150.124,9.98488,0.000195411,-0.00151185,0,No news
654,145.137,140.138,150.136,9.99842,0.000196261,-0.000158358,0,No news
655,144.824,139.836,149.812,9.97646,0.000196779,-0.00235386,0,No news
656,144.766,139.769,149.763,9.994,0.000197011,-0.000599837,0,No news
657,144.963,139.957,149.969,10.0116,0.00019757,0.00116431,0,No news
658,144.854,139.859,149.849,9.9905,0.000197061,-0.000949819,0,No news
659,144.685,139.692,149.678,9.98638,0.000196995,-0.0013616,0,No news
660,144.474,139.482,149.466,9.98343,0.000196737,-0.00165723,0,No news
661,144.415,139.418,149.412,9.99393,0.000196041,-0.000607411,0,No news
662,143.638,138.666,148.61,9.94412,0.000196839,-0.00558756,0,No news
663,143.298,138.311,148.285,9.97429,0.000196858,-0.00257097,0,No news
664,143.226,138.229,148.222,9.99301,0.000195901,-0.000698741,0,No news
665,143.48,138.472,148.488,10.0158,0.000195626,0.00157786,0,No news
666,143.472,138.473,148.471,9.9975,0.000196647,-0.000250162,0,No news
667,143.663,138.657,148.669,10.0113,0.000196012,0.00113276,0,No news
668,143.567,138.571,148.563,9.99135,0.000196351,-0.000865399,0,No news
669,143.374,138.382,148.366,9.98458,0.000197023,-0.00154163,0,No news
670,143.612,138.604,148.619,10.0146,0.000197565,0.00145943,0,No news
671,143.837,138.831,148.844,10.0137,0.000196313,0.00137361,0,No news
672,148.16,143.163,153.157,9.99393,0.000213435,-0.000606768,0.03,"Rumor: firm exploring strategic options"
673,147.589,142.609,152.568,9.95925,0.000214035,-0.00407454,0,No news
674,147.31,142.32,152.299,9.97912,0.000196658,-0.00208836,0,No news
675,147.292,142.294,152.291,9.99683,0.000197474,-0.000317476,0,No news
676,147.346,142.345,152.347,10.0017,0.000197438,0.00016708,0,No news
677,147.331,142.333,152.33,9.99704,0.000197699,-0.000296487,0,No news
678,147.483,142.478,152.487,10.0083,0.000198165,0.000828273,0,No news
679,147.478,142.479,152.477,9.99773,0.000198385,-0.000227374,0,No news
680,147.512,142.512,152.512,10.0003,0.000198273,3.1479e-05,0,No news
681,147.547,142.546,152.547,10.0003,0.000198408,3.41207e-05,0,No news
682,147.568,142.568,152.568,9.99948,0.000198404,-5.18008e-05,0,No news
683,147.582,142.582,152.581,9.99893,0.000198404,-0.000106549,0,No news
684,147.623,142.623,152.624,10.0008,0.000198406,8.38618e-05,0,No news
685,147.655,142.655,152.655,10.0002,0.000198321,1.5096e-05,0,No news
686,147.737,142.735,152.738,10.0036,0.000198315,0.000355546,0,No news
687,147.741,142.742,152.74,9.99829,0.000198332,-0.000170641,0,No news
688,147.852,142.849,152.855,10.0056,0.000198355,0.000556059,0,No news
689,147.928,142.927,152.93,10.0032,0.000198237,0.000315076,0,No news
690,148.172,143.164,153.179,10.0145,0.000198027,0.0014456,0,No news
691,148.149,143.15,153.147,9.99647,0.000198157,-0.000352993,0,No news
692,148.383,143.376,153.39,10.0138,0.000198047,0.00138138,0,No news
693,148.752,143.74,153.763,10.0229,0.000197291,0.00228644,0,No news
694,148.527,143.536,153.519,9.98293,0.000197774,-0.00170737,0,No news
695,148.658,143.655,153.661,10.0068,0.000197125,0.000682152,0,No news
696,148.523,143.529,153.518,9.98896,0.000197525,-0.00110381,0,No news
697,148.401,143.406,153.396,9.98979,0.000197424,-0.00102089,0,No news
698,148.627,143.62,153.633,10.0132,0.000198276,0.00132159,0,No news
699,148.612,143.613,153.61,9.99699,0.000198209,-0.000301026,0,No news
700,148.621,143.622,153.621,9.99868,0.00019813,-0.000131924,0,No news
701,148.852,143.845,153.859,10.0135,0.00019756,0.00135454,0,No news
702,148.967,143.964,153.97,10.0057,0.000197189,0.00057482,0,No news
703,148.917,143.919,153.914,9.99463,0.000197227,-0.0005372,0,No news
704,148.877,143.879,153.875,9.99537,0.000196816,-0.000462982,0,No news
705,149.046,144.042,154.051,10.0094,0.000196925,0.000939932,0,No news
706,148.971,143.975,153.968,9.99299,0.000197339,-0.000700926,0,No news
707,149.053,144.051,154.055,10.0035,0.000197606,0.00035054,0,No news
708,149.059,144.06,154.058,9.99843,0.000198064,-0.00015732,0,No news
709,148.994,143.997,153.99,9.99363,0.000198202,-0.000636763,0,No news
710,149.041,144.04,154.041,10.0012,0.000198408,0.000116625,0,No news
711,149.031,144.032,154.029,9.99736,0.000198371,-0.000263905,0,No news
712,148.94,143.944,153.936,9.99192,0.000198201,-0.000807671,0,No news
713,149.168,144.161,154.174,10.0133,0.00019763,0.00132956,0,No news
714,149.392,144.385,154.398,10.013,0.000197696,0.00130413,0,No news
715,149.441,144.44,154.441,10.0013,0.000197263,0.000128867,0,No news
716,149.58,144.576,154.583,10.0073,0.000197818,0.000733135,0,No news
717,149.743,144.739,154.748,10.0089,0.000197666,0.00089455,0,No news
718,149.802,144.801,154.803,10.0019,0.0001974,0.000192145,0,No news
719,150.113,145.104,155.123,10.0188,0.000196652,0.00188132,0,No news
720,149.977,144.982,154.971,9.98894,0.000196964,-0.00110603,0,No news
721,149.686,144.696,154.675,9.9786,0.000196853,-0.00214012,0,No news
722,149.575,144.579,154.57,9.99061,0.0001967,-0.000938512,0,No news
723,149.72,144.716,154.724,10.0078,0.000197068,0.000775375,0,No news
724,149.974,144.966,154.981,10.015,0.000196818,0.00149589,0,No news
725,150.381,145.368,155.394,10.0252,0.000196254,0.00251507,0,No news
726,150.02,145.033,155.007,9.97403,0.00019646,-0.00259661,0,No news
727,149.834,144.841,154.827,9.9856,0.000196775,-0.00143979,0,No news
728,150.015,145.01,155.02,10.0101,0.000195477,0.00100831,0,No news
729,150.28,145.272,155.288,10.0157,0.000195655,0.00157453,0,No news
730,150.393,145.391,155.396,10.0056,0.000195118,0.000557282,0,No news
731,150.438,145.438,155.439,10.001,0.000194611,0.000104055,0,No news
732,150.436,145.437,155.435,9.9979,0.000193611,-0.000210106,0,No news
733,150.667,145.66,155.673,10.0134,0.000192896,0.00133992,0,No news
734,150.508,145.514,155.501,9.9875,0.000193596,-0.00124993,0,No news
735,151.272,146.248,156.297,10.0487,0.000192968,0.00487431,0,No news
736,151.806,146.789,156.823,10.0333,0.000193243,0.00332879,0,No news
737,151.404,146.418,156.389,9.97154,0.000192557,-0.00284567,0,No news
738,151.672,146.664,156.68,10.0158,0.000193466,0.00157656,0,No news
